Reference Code,Date Time,Description,Dr.,Cr.,Status,Balance (NPR),Channel,Category
XPGSNUN,2025-03-01 14:23:00,Movie at QFX,142.37,0.0,COMPLETE,6849.33,App,Entertainment
O8WSS0N,2025-04-04 06:40:00,Cinema at Big Movies,1260.01,0.0,COMPLETE,5451.86,App,Entertainment
L9KPD86,2025-04-23 16:10:00,Movie at QFX,249.26,0.0,COMPLETE,2363.57,App,Entertainment
5JSQQWH,2025-03-15 17:23:00,Gaming credits on Steam,634.91,0.0,COMPLETE,7698.53,App,Entertainment
05BAAVL,2025-05-28 05:09:00,Movie at QFX,951.06,0.0,COMPLETE,3313.36,App,Entertainment
4H3BJT3,2025-06-17 01:52:00,Movie at QFX,1059.15,0.0,COMPLETE,6715.91,App,Entertainment
G8QWRD7,2025-01-01 22:57:00,Cinema at Big Movies,783.55,0.0,COMPLETE,3053.01,App,Entertainment
WTXZUXW,2025-06-15 07:27:00,YouTube Premium,1482.36,0.0,COMPLETE,4716.85,App,Entertainment
XXC45ZY,2025-03-16 23:14:00,Gaming credits on Steam,298.16,0.0,COMPLETE,8716.95,App,Entertainment
QX93OZI,2025-04-29 10:50:00,Netflix Subscription,892.34,0.0,COMPLETE,2943.39,App,Entertainment
H4AM2LM,2025-06-18 12:07:00,Cinema at Big Movies,961.22,0.0,COMPLETE,5404.99,App,Entertainment
JTQ810M,2025-04-13 10:31:00,Netflix Subscription,1007.89,0.0,COMPLETE,2216.75,App,Entertainment
0YA5OEI,2025-05-12 23:43:00,Cinema at Big Movies,1437.43,0.0,COMPLETE,7787.62,App,Entertainment
HDIFKGL,2025-04-10 04:30:00,Movie at QFX,206.67,0.0,COMPLETE,2973.98,App,Entertainment
YXWEH72,2025-03-10 15:51:00,Spotify Premium,494.17,0.0,COMPLETE,1562.96,App,Entertainment
T865FHX,2025-02-08 12:26:00,YouTube Premium,593.57,0.0,COMPLETE,8302.87,App,Entertainment
1V5A1TM,2025-01-08 09:19:00,Cinema at Big Movies,663.52,0.0,COMPLETE,7744.75,App,Entertainment
XH5DIFS,2025-01-15 11:02:00,Cinema at Big Movies,1422.34,0.0,COMPLETE,6201.5,App,Entertainment
GQIUAXP,2025-04-26 00:06:00,Netflix Subscription,700.89,0.0,COMPLETE,5615.3,App,Entertainment
2YTO074,2025-06-10 22:46:00,Movie at QFX,306.25,0.0,COMPLETE,1978.08,App,Entertainment
Y5BZJ0V,2025-03-16 23:53:00,Gaming credits on Steam,1259.93,0.0,COMPLETE,9055.39,App,Entertainment
JXPSCEF,2025-04-25 03:38:00,Movie at QFX,1343.89,0.0,COMPLETE,6578.3,App,Entertainment
Y93GLLX,2025-04-22 22:28:00,YouTube Premium,251.89,0.0,COMPLETE,3061.73,App,Entertainment
NVHZ2C9,2025-05-19 03:09:00,YouTube Premium,1374.67,0.0,COMPLETE,2034.3,App,Entertainment
L8QPUXZ,2025-03-20 11:53:00,Gaming credits on Steam,909.76,0.0,COMPLETE,9902.32,App,Entertainment
SSRQ0A0,2025-05-18 22:40:00,YouTube Premium,1490.38,0.0,COMPLETE,5509.01,App,Entertainment
L0XRFP7,2025-03-17 03:34:00,Netflix Subscription,692.4,0.0,COMPLETE,9523.81,App,Entertainment
Q6LYH9F,2025-05-02 14:57:00,YouTube Premium,982.98,0.0,COMPLETE,4434.76,App,Entertainment
0W3MQU0,2025-03-19 14:14:00,Cinema at Big Movies,366.77,0.0,COMPLETE,2706.11,App,Entertainment
G2U80DP,2025-04-13 02:29:00,YouTube Premium,617.79,0.0,COMPLETE,1077.12,App,Entertainment
H2WWOCE,2025-04-05 04:26:00,YouTube Premium,275.6,0.0,COMPLETE,9331.64,App,Entertainment
0NT4II2,2025-02-28 16:44:00,Gaming credits on Steam,587.45,0.0,COMPLETE,8418.91,App,Entertainment
L6GHK4I,2025-06-07 17:58:00,YouTube Premium,487.41,0.0,COMPLETE,1448.99,App,Entertainment
PL452WP,2025-04-11 12:33:00,Movie at QFX,277.82,0.0,COMPLETE,4256.84,App,Entertainment
TMUW52G,2025-02-02 01:05:00,YouTube Premium,549.31,0.0,COMPLETE,7457.66,App,Entertainment
6RA3FN5,2025-06-30 00:24:00,Netflix Subscription,900.94,0.0,COMPLETE,9778.11,App,Entertainment
SIVQXM6,2025-03-23 21:58:00,Gaming credits on Steam,171.19,0.0,COMPLETE,3463.38,App,Entertainment
RBZRMWN,2025-05-03 16:23:00,Netflix Subscription,1338.06,0.0,COMPLETE,6148.24,App,Entertainment
2WU1APL,2025-05-07 21:52:00,Movie at QFX,1368.27,0.0,COMPLETE,6808.71,App,Entertainment
OLI4PY5,2025-03-18 05:18:00,Movie at QFX,1390.5,0.0,COMPLETE,733.41,App,Entertainment
AKXRIHS,2025-05-11 22:35:00,Movie at QFX,463.23,0.0,COMPLETE,560.23,App,Entertainment
68S9HZS,2025-06-27 19:30:00,Movie at QFX,1015.22,0.0,COMPLETE,6846.05,App,Entertainment
X1V7N8U,2025-05-03 12:59:00,Cinema at Big Movies,294.26,0.0,COMPLETE,2435.53,App,Entertainment
I55MB8W,2025-06-02 13:32:00,Gaming credits on Steam,898.31,0.0,COMPLETE,9021.09,App,Entertainment
4CZ1YLH,2025-06-18 04:58:00,Spotify Premium,551.78,0.0,COMPLETE,1409.62,App,Entertainment
XJVK078,2025-05-17 22:12:00,Gaming credits on Steam,1154.08,0.0,COMPLETE,4896.82,App,Entertainment
XT4IP18,2025-02-23 05:02:00,Cinema at Big Movies,942.77,0.0,COMPLETE,5243.75,App,Entertainment
ZRJ8MO6,2025-04-21 06:38:00,Cinema at Big Movies,762.39,0.0,COMPLETE,1271.23,App,Entertainment
FBYKAI2,2025-06-17 09:10:00,YouTube Premium,1188.45,0.0,COMPLETE,8240.3,App,Entertainment
0CT0167,2025-01-17 00:09:00,Gaming credits on Steam,362.12,0.0,COMPLETE,9991.13,App,Entertainment
E84Y7VW,2025-04-20 02:20:00,Spotify Premium,492.08,0.0,COMPLETE,3726.98,App,Entertainment
83JZHNV,2025-04-26 20:04:00,Spotify Premium,1313.6,0.0,COMPLETE,5155.01,App,Entertainment
CRQLGON,2025-01-02 05:42:00,Netflix Subscription,1279.19,0.0,COMPLETE,3450.88,App,Entertainment
04KB4GG,2025-02-23 22:05:00,Movie at QFX,961.71,0.0,COMPLETE,5520.92,App,Entertainment
0HB0TRZ,2025-04-17 05:55:00,Gaming credits on Steam,940.8,0.0,COMPLETE,2716.49,App,Entertainment
JHUS13B,2025-06-13 09:53:00,Movie at QFX,686.77,0.0,COMPLETE,3560.12,App,Entertainment
M34JP3V,2025-01-29 16:13:00,Netflix Subscription,568.2,0.0,COMPLETE,1245.04,App,Entertainment
I7DPT8G,2025-02-21 22:34:00,Cinema at Big Movies,268.54,0.0,COMPLETE,6587.84,App,Entertainment
1COQSXY,2025-01-12 21:19:00,Movie at QFX,989.52,0.0,COMPLETE,8206.01,App,Entertainment
DR0TICI,2025-01-28 19:40:00,YouTube Premium,822.63,0.0,COMPLETE,2447.7,App,Entertainment
TMV32O3,2025-06-23 09:46:00,Cinema at Big Movies,130.34,0.0,COMPLETE,4756.89,App,Entertainment
FY7NRAE,2025-04-04 15:20:00,YouTube Premium,497.2,0.0,COMPLETE,5913.62,App,Entertainment
0E4ROV4,2025-03-02 13:01:00,Spotify Premium,482.52,0.0,COMPLETE,9707.06,App,Entertainment
KFTPTQ6,2025-02-28 18:32:00,Netflix Subscription,1075.46,0.0,COMPLETE,9290.98,App,Entertainment
Z6B8RXY,2025-01-19 08:40:00,Gaming credits on Steam,1389.19,0.0,COMPLETE,853.36,App,Entertainment
328ZTCF,2025-04-13 00:29:00,Cinema at Big Movies,684.8,0.0,COMPLETE,5512.74,App,Entertainment
GVW16TI,2025-06-02 03:50:00,Cinema at Big Movies,399.43,0.0,COMPLETE,9378.79,App,Entertainment
TRNRHRN,2025-05-15 01:51:00,Netflix Subscription,803.44,0.0,COMPLETE,6433.89,App,Entertainment
T3FIE3W,2025-03-22 20:37:00,YouTube Premium,1145.76,0.0,COMPLETE,9375.63,App,Entertainment
QAWOAE3,2025-06-15 23:01:00,Spotify Premium,1493.38,0.0,COMPLETE,573.65,App,Entertainment
F9BX39V,2025-05-25 20:06:00,Spotify Premium,938.14,0.0,COMPLETE,8311.44,App,Entertainment
8XHDTUX,2025-02-25 02:57:00,Spotify Premium,329.28,0.0,COMPLETE,2469.24,App,Entertainment
LN3ME5J,2025-06-15 07:28:00,Cinema at Big Movies,926.45,0.0,COMPLETE,2985.71,App,Entertainment
XD6UGFU,2025-05-31 08:57:00,Cinema at Big Movies,571.45,0.0,COMPLETE,8501.42,App,Entertainment
JKMG8CB,2025-06-02 17:56:00,Netflix Subscription,1253.93,0.0,COMPLETE,5375.94,App,Entertainment
K84EK6Z,2025-02-08 07:12:00,YouTube Premium,1045.95,0.0,COMPLETE,7828.48,App,Entertainment
R94GXGF,2025-06-29 14:31:00,YouTube Premium,247.24,0.0,COMPLETE,4034.67,App,Entertainment
XM8LQ4F,2025-01-22 10:39:00,YouTube Premium,1280.91,0.0,COMPLETE,1580.25,App,Entertainment
O6MH1EV,2025-05-15 05:05:00,Cinema at Big Movies,896.9,0.0,COMPLETE,9404.76,App,Entertainment
F0MTK56,2025-02-24 22:30:00,Gaming credits on Steam,928.13,0.0,COMPLETE,8345.34,App,Entertainment
00MREK8,2025-03-21 07:04:00,Gaming credits on Steam,1071.87,0.0,COMPLETE,1199.04,App,Entertainment
E93OM23,2025-05-29 19:48:00,Spotify Premium,591.19,0.0,COMPLETE,7564.76,App,Entertainment
L3QDOAS,2025-03-13 02:53:00,Gaming credits on Steam,506.48,0.0,COMPLETE,5485.42,App,Entertainment
GZCNWZ4,2025-02-01 17:36:00,Netflix Subscription,749.37,0.0,COMPLETE,874.33,App,Entertainment
VDMLS1V,2025-03-11 14:11:00,YouTube Premium,1496.34,0.0,COMPLETE,9519.84,App,Entertainment
QT19RRU,2025-04-27 10:02:00,Gaming credits on Steam,1372.61,0.0,COMPLETE,3312.13,App,Entertainment
VKPT3L9,2025-06-26 05:40:00,Cinema at Big Movies,446.18,0.0,COMPLETE,6624.66,App,Entertainment
NGCHEUW,2025-04-18 17:13:00,YouTube Premium,710.23,0.0,COMPLETE,2349.67,App,Entertainment
2OWHKUD,2025-01-13 19:12:00,Cinema at Big Movies,1174.36,0.0,COMPLETE,3171.75,App,Entertainment
CIY5KEW,2025-05-16 20:15:00,Movie at QFX,336.62,0.0,COMPLETE,8323.8,App,Entertainment
OVRK007,2025-05-16 18:16:00,Cinema at Big Movies,284.56,0.0,COMPLETE,4358.83,App,Entertainment
VVKHLXT,2025-02-12 03:50:00,YouTube Premium,506.62,0.0,COMPLETE,3766.28,App,Entertainment
CXV5ZW6,2025-02-09 12:18:00,Movie at QFX,414.15,0.0,COMPLETE,1613.39,App,Entertainment
6CAZOUW,2025-03-02 21:31:00,Netflix Subscription,1263.52,0.0,COMPLETE,8251.46,App,Entertainment
KD36Y78,2025-05-04 13:58:00,Movie at QFX,311.89,0.0,COMPLETE,625.88,App,Entertainment
VVU0ZG0,2025-05-18 09:45:00,Cinema at Big Movies,890.54,0.0,COMPLETE,3804.16,App,Entertainment
H9EI8M4,2025-03-28 04:25:00,Spotify Premium,1156.88,0.0,COMPLETE,748.77,App,Entertainment
QABRM39,2025-05-28 13:29:00,YouTube Premium,922.58,0.0,COMPLETE,9107.13,App,Entertainment
DS1CXQ9,2025-03-13 11:15:00,Netflix Subscription,1253.95,0.0,COMPLETE,8918.05,App,Entertainment
2PVNBKI,2025-01-20 11:42:00,Cinema at Big Movies,472.78,0.0,COMPLETE,1934.76,App,Entertainment
8QZ0IZN,2025-03-27 22:09:00,Gaming credits on Steam,1329.05,0.0,COMPLETE,9056.97,App,Entertainment
2T5MBUN,2025-04-15 20:23:00,Gaming credits on Steam,1020.51,0.0,COMPLETE,9710.05,App,Entertainment
UZP4A2L,2025-05-12 15:19:00,Netflix Subscription,241.6,0.0,COMPLETE,4051.87,App,Entertainment
7JQFFKG,2025-01-01 10:54:00,Cinema at Big Movies,1176.85,0.0,COMPLETE,7150.03,App,Entertainment
C74KIWN,2025-02-22 15:25:00,YouTube Premium,652.06,0.0,COMPLETE,7998.31,App,Entertainment
1GTEKL6,2025-04-29 20:56:00,Spotify Premium,463.67,0.0,COMPLETE,3117.32,App,Entertainment
3LS03Q4,2025-06-02 20:48:00,Movie at QFX,115.56,0.0,COMPLETE,8646.18,App,Entertainment
ZFS2DJ5,2025-01-21 17:06:00,Netflix Subscription,1102.31,0.0,COMPLETE,6454.28,App,Entertainment
74J4IZN,2025-02-24 20:41:00,Movie at QFX,1347.36,0.0,COMPLETE,8152.22,App,Entertainment
WC8EO58,2025-04-09 05:32:00,Cinema at Big Movies,1347.02,0.0,COMPLETE,4786.12,App,Entertainment
EGVXBY9,2025-02-11 08:02:00,Spotify Premium,1372.37,0.0,COMPLETE,2647.71,App,Entertainment
4NR4FI1,2025-01-03 00:20:00,Spotify Premium,533.09,0.0,COMPLETE,4877.56,App,Entertainment
9ZHW6ZD,2025-03-25 15:32:00,Gaming credits on Steam,1494.7,0.0,COMPLETE,3691.97,App,Entertainment
5212Y0K,2025-04-16 20:40:00,Movie at QFX,898.78,0.0,COMPLETE,9352.17,App,Entertainment
BHGGZW9,2025-04-10 23:27:00,Gaming credits on Steam,363.44,0.0,COMPLETE,2195.65,App,Entertainment
D1XZRGQ,2025-03-31 15:28:00,YouTube Premium,317.88,0.0,COMPLETE,9347.11,App,Entertainment
7M9QW5N,2025-02-26 18:44:00,Netflix Subscription,527.23,0.0,COMPLETE,6823.78,App,Entertainment
BCMV567,2025-05-13 15:31:00,Cinema at Big Movies,736.2,0.0,COMPLETE,2083.68,App,Entertainment
0S9U4T0,2025-05-19 05:41:00,Cinema at Big Movies,940.86,0.0,COMPLETE,7579.58,App,Entertainment
YDQ6MEB,2025-04-13 21:39:00,Spotify Premium,1071.69,0.0,COMPLETE,9880.93,App,Entertainment
ENBBZV9,2025-03-02 20:04:00,Netflix Subscription,927.22,0.0,COMPLETE,3696.37,App,Entertainment
CUX7F3B,2025-01-28 06:04:00,Gaming credits on Steam,620.08,0.0,COMPLETE,7876.44,App,Entertainment
MIIIF0J,2025-05-01 18:03:00,Movie at QFX,818.03,0.0,COMPLETE,4897.91,App,Entertainment
EX6JHWJ,2025-04-11 05:43:00,Movie at QFX,169.36,0.0,COMPLETE,4506.27,App,Entertainment
G8XT1BG,2025-04-27 02:49:00,Netflix Subscription,855.34,0.0,COMPLETE,9956.42,App,Entertainment
8XYWZ3L,2025-06-07 01:54:00,Movie at QFX,1249.29,0.0,COMPLETE,5053.85,App,Entertainment
NKEQMP1,2025-06-28 11:54:00,Gaming credits on Steam,690.02,0.0,COMPLETE,6351.24,App,Entertainment
I58LPJT,2025-01-10 16:44:00,Netflix Subscription,1489.76,0.0,COMPLETE,5522.97,App,Entertainment
0T5E5KM,2025-01-27 15:45:00,Cinema at Big Movies,1253.8,0.0,COMPLETE,5987.01,App,Entertainment
6JIK0HE,2025-02-07 06:48:00,Netflix Subscription,915.23,0.0,COMPLETE,1636.01,App,Entertainment
P6V40TG,2025-04-11 11:56:00,YouTube Premium,1028.73,0.0,COMPLETE,3715.35,App,Entertainment
LET1YDN,2025-02-05 08:53:00,Movie at QFX,1449.7,0.0,COMPLETE,5054.33,App,Entertainment
37TYEPM,2025-01-16 02:39:00,Netflix Subscription,1346.36,0.0,COMPLETE,4277.43,App,Entertainment
87UFT8M,2025-03-25 20:44:00,YouTube Premium,303.62,0.0,COMPLETE,6837.5,App,Entertainment
L7TMF5U,2025-01-23 17:39:00,Movie at QFX,685.06,0.0,COMPLETE,7612.05,App,Entertainment
33TAGW7,2025-01-18 22:34:00,Gaming credits on Steam,1249.1,0.0,COMPLETE,6613.51,App,Entertainment
6HR3R2A,2025-06-23 17:08:00,Movie at QFX,787.14,0.0,COMPLETE,5574.39,App,Entertainment
CJW6Q3D,2025-02-08 11:24:00,Movie at QFX,1030.59,0.0,COMPLETE,5624.43,App,Entertainment
O1XJNP2,2025-06-15 18:09:00,Spotify Premium,1260.05,0.0,COMPLETE,5502.23,App,Entertainment
F0HX5YX,2025-05-12 00:29:00,Netflix Subscription,1397.83,0.0,COMPLETE,3003.2,App,Entertainment
PMGC86M,2025-02-28 09:41:00,Movie at QFX,967.25,0.0,COMPLETE,1983.63,App,Entertainment
9BA36BS,2025-01-17 08:59:00,Cinema at Big Movies,1008.61,0.0,COMPLETE,8085.93,App,Entertainment
M6BOLWO,2025-03-28 00:17:00,YouTube Premium,146.56,0.0,COMPLETE,5480.64,App,Entertainment
L648EB0,2025-06-10 03:54:00,Netflix Subscription,420.14,0.0,COMPLETE,7793.33,App,Entertainment
VOWC1BA,2025-04-01 22:45:00,Cinema at Big Movies,504.25,0.0,COMPLETE,8382.16,App,Entertainment
1Y24665,2025-02-16 19:56:00,Movie at QFX,1213.54,0.0,COMPLETE,4438.47,App,Entertainment
0FAXK41,2025-02-17 08:43:00,Gaming credits on Steam,123.59,0.0,COMPLETE,1066.08,App,Entertainment
JBE7MTV,2025-02-16 09:38:00,Movie at QFX,478.25,0.0,COMPLETE,6415.66,App,Entertainment
3EM4BN8,2025-02-28 23:01:00,Netflix Subscription,122.46,0.0,COMPLETE,8830.93,App,Entertainment
TWD2JJ3,2025-01-19 01:42:00,YouTube Premium,1249.8,0.0,COMPLETE,1035.48,App,Entertainment
U7H30BC,2025-04-08 11:46:00,Gaming credits on Steam,128.57,0.0,COMPLETE,2332.35,App,Entertainment
IIP5VDX,2025-04-28 08:27:00,Airbnb booking in Kathmandu,1130.97,0.0,COMPLETE,4311.7,App,Travel
Q4FOFT6,2025-04-17 13:46:00,Bus Ticket to Butwal,826.17,0.0,COMPLETE,848.66,App,Travel
BFVIQQF,2025-01-28 03:35:00,Flight to Pokhara,486.05,0.0,COMPLETE,6123.85,App,Travel
HEG6Y0I,2025-03-31 09:49:00,Bus Ticket to Butwal,507.42,0.0,COMPLETE,6706.77,App,Travel
G56XJ0E,2025-04-23 18:50:00,Flight to Pokhara,391.91,0.0,COMPLETE,3551.38,App,Travel
NCQ8XD3,2025-02-26 06:59:00,Bus Ticket to Butwal,1096.42,0.0,COMPLETE,1673.64,App,Travel
N9E5R84,2025-04-14 09:53:00,Fuel at Sajha Petrol Pump,349.98,0.0,COMPLETE,4737.03,App,Travel
WEGZK0W,2025-01-13 22:09:00,Bus Ticket to Butwal,829.87,0.0,COMPLETE,5872.36,App,Travel
JKK4C7S,2025-02-02 00:10:00,Fuel at Sajha Petrol Pump,227.03,0.0,COMPLETE,6859.17,App,Travel
KRZA2Y8,2025-06-01 10:57:00,Pathao Ride,1376.42,0.0,COMPLETE,7006.1,App,Travel
CT0RMOW,2025-02-27 01:24:00,Fuel at Sajha Petrol Pump,1133.57,0.0,COMPLETE,9668.88,App,Travel
LZNQHZF,2025-05-29 11:34:00,OYO Hotel stay,146.34,0.0,COMPLETE,8931.45,App,Travel
6N2JWCC,2025-02-14 23:04:00,Pathao Ride,545.96,0.0,COMPLETE,9955.05,App,Travel
1D3RZSW,2025-04-21 10:32:00,Flight to Pokhara,779.6,0.0,COMPLETE,7085.54,App,Travel
0VRKFIG,2025-03-09 02:40:00,Pathao Ride,1273.02,0.0,COMPLETE,9242.27,App,Travel
GDJBKWQ,2025-05-01 04:06:00,OYO Hotel stay,660.8,0.0,COMPLETE,7809.97,App,Travel
LF73MN2,2025-03-11 12:05:00,Fuel at Sajha Petrol Pump,1298.64,0.0,COMPLETE,2446.98,App,Travel
O93PLC2,2025-05-17 12:16:00,Bus Ticket to Butwal,607.2,0.0,COMPLETE,9355.56,App,Travel
R66B56B,2025-03-11 16:00:00,OYO Hotel stay,249.17,0.0,COMPLETE,9654.77,App,Travel
UF3XDRL,2025-01-27 04:07:00,Flight to Pokhara,185.36,0.0,COMPLETE,832.41,App,Travel
PXLG62A,2025-03-27 23:20:00,Bus Ticket to Butwal,1374.68,0.0,COMPLETE,9263.11,App,Travel
QROG8HR,2025-05-25 07:18:00,OYO Hotel stay,326.5,0.0,COMPLETE,6669.28,App,Travel
QLYZT5N,2025-01-19 22:35:00,Pathao Ride,566.38,0.0,COMPLETE,7251.69,App,Travel
AELVV8T,2025-06-04 02:40:00,Fuel at Sajha Petrol Pump,1334.15,0.0,COMPLETE,3810.72,App,Travel
Y35VOM3,2025-02-28 16:28:00,Uber Ride,639.91,0.0,COMPLETE,6532.22,App,Travel
I9D82FF,2025-04-20 05:51:00,OYO Hotel stay,720.21,0.0,COMPLETE,7639.0,App,Travel
O5WLTG8,2025-04-09 10:27:00,OYO Hotel stay,1305.66,0.0,COMPLETE,6569.73,App,Travel
3IUZKW7,2025-06-02 22:01:00,Fuel at Sajha Petrol Pump,338.46,0.0,COMPLETE,9453.9,App,Travel
QLEPBSO,2025-05-05 08:57:00,Flight to Pokhara,1032.85,0.0,COMPLETE,5208.31,App,Travel
ZMR7IUU,2025-03-09 09:01:00,OYO Hotel stay,1189.46,0.0,COMPLETE,4872.45,App,Travel
BFFAE97,2025-02-28 21:29:00,OYO Hotel stay,1280.49,0.0,COMPLETE,5542.45,App,Travel
CC0GD1Z,2025-03-04 12:08:00,Flight to Pokhara,1339.87,0.0,COMPLETE,5530.16,App,Travel
PAP7G93,2025-02-20 21:21:00,Bus Ticket to Butwal,293.23,0.0,COMPLETE,9653.84,App,Travel
XPULGOK,2025-01-22 11:38:00,OYO Hotel stay,582.43,0.0,COMPLETE,3645.78,App,Travel
WWRFBEX,2025-06-01 15:12:00,OYO Hotel stay,197.5,0.0,COMPLETE,4141.05,App,Travel
X38FNAK,2025-02-25 20:04:00,Flight to Pokhara,899.27,0.0,COMPLETE,5525.45,App,Travel
4EYEKVO,2025-04-24 04:04:00,OYO Hotel stay,1447.23,0.0,COMPLETE,2039.23,App,Travel
R5DIF5U,2025-04-10 03:43:00,Airbnb booking in Kathmandu,136.86,0.0,COMPLETE,8841.21,App,Travel
CIO3GJX,2025-06-13 17:05:00,Pathao Ride,1414.04,0.0,COMPLETE,6311.44,App,Travel
YS1W6QJ,2025-05-14 21:13:00,OYO Hotel stay,117.45,0.0,COMPLETE,8200.2,App,Travel
BYYK7AA,2025-03-26 18:12:00,Fuel at Sajha Petrol Pump,908.15,0.0,COMPLETE,9992.5,App,Travel
GS1604K,2025-04-07 10:02:00,Airbnb booking in Kathmandu,486.31,0.0,COMPLETE,6824.08,App,Travel
154IUHL,2025-06-16 17:25:00,Flight to Pokhara,1082.72,0.0,COMPLETE,7886.12,App,Travel
CL878UZ,2025-04-26 06:01:00,OYO Hotel stay,506.23,0.0,COMPLETE,683.03,App,Travel
ZX1A4GX,2025-01-27 22:49:00,Airbnb booking in Kathmandu,240.88,0.0,COMPLETE,5603.01,App,Travel
HR59M9Y,2025-03-02 23:01:00,Pathao Ride,804.44,0.0,COMPLETE,9083.8,App,Travel
F4MWLXF,2025-06-18 13:00:00,Airbnb booking in Kathmandu,1482.22,0.0,COMPLETE,6727.35,App,Travel
LFIDTMO,2025-06-11 18:38:00,Bus Ticket to Butwal,225.05,0.0,COMPLETE,1900.8,App,Travel
1H7D6S7,2025-05-03 09:56:00,Pathao Ride,1470.63,0.0,COMPLETE,9513.51,App,Travel
GOX8B72,2025-01-15 05:22:00,Pathao Ride,1219.43,0.0,COMPLETE,1890.0,App,Travel
PYG3A2L,2025-02-04 17:53:00,Bus Ticket to Butwal,851.35,0.0,COMPLETE,3136.36,App,Travel
KA532T4,2025-02-04 03:18:00,Pathao Ride,1002.18,0.0,COMPLETE,978.17,App,Travel
OY6TS6C,2025-04-02 08:40:00,Airbnb booking in Kathmandu,663.31,0.0,COMPLETE,8601.25,App,Travel
MFZWRJ4,2025-02-06 19:24:00,Bus Ticket to Butwal,368.35,0.0,COMPLETE,707.34,App,Travel
U8HX4Q6,2025-05-19 07:35:00,Airbnb booking in Kathmandu,492.23,0.0,COMPLETE,2701.44,App,Travel
NURYLW2,2025-03-16 17:44:00,Airbnb booking in Kathmandu,582.65,0.0,COMPLETE,1940.3,App,Travel
GJ9GCHA,2025-05-16 17:19:00,Fuel at Sajha Petrol Pump,1170.81,0.0,COMPLETE,4223.6,App,Travel
YL2XJCG,2025-04-26 23:56:00,Bus Ticket to Butwal,540.14,0.0,COMPLETE,8920.29,App,Travel
9KZMYKV,2025-06-28 03:30:00,Fuel at Sajha Petrol Pump,1476.42,0.0,COMPLETE,920.47,App,Travel
3NYHCR9,2025-04-10 02:14:00,Uber Ride,887.93,0.0,COMPLETE,1455.79,App,Travel
VQNXJWK,2025-04-16 11:10:00,Bus Ticket to Butwal,822.4,0.0,COMPLETE,4529.02,App,Travel
NIUX1G6,2025-04-06 08:48:00,Flight to Pokhara,261.08,0.0,COMPLETE,5497.48,App,Travel
5TYZGUU,2025-03-07 04:55:00,Bus Ticket to Butwal,1272.65,0.0,COMPLETE,9790.6,App,Travel
Y92XETF,2025-03-21 08:52:00,Bus Ticket to Butwal,1425.86,0.0,COMPLETE,7304.46,App,Travel
T3XKP8U,2025-06-11 03:50:00,Airbnb booking in Kathmandu,1405.25,0.0,COMPLETE,5297.91,App,Travel
8BYE704,2025-02-04 04:38:00,Flight to Pokhara,716.25,0.0,COMPLETE,9983.66,App,Travel
YO8KJJ4,2025-01-17 21:56:00,Airbnb booking in Kathmandu,1071.46,0.0,COMPLETE,1098.79,App,Travel
VB835PB,2025-05-23 01:20:00,Uber Ride,665.41,0.0,COMPLETE,9397.61,App,Travel
4K139ED,2025-03-07 19:27:00,Fuel at Sajha Petrol Pump,839.24,0.0,COMPLETE,6127.3,App,Travel
Q00839Z,2025-04-04 23:28:00,Airbnb booking in Kathmandu,139.41,0.0,COMPLETE,6588.14,App,Travel
6FVW4ZL,2025-05-20 21:01:00,Fuel at Sajha Petrol Pump,1106.24,0.0,COMPLETE,2488.65,App,Travel
A4N8R7O,2025-01-30 01:57:00,Bus Ticket to Butwal,412.91,0.0,COMPLETE,5202.4,App,Travel
C2CHITA,2025-01-20 20:31:00,Flight to Pokhara,650.43,0.0,COMPLETE,6071.22,App,Travel
7AD86Z3,2025-04-12 22:34:00,OYO Hotel stay,623.02,0.0,COMPLETE,2448.16,App,Travel
B876184,2025-01-12 07:17:00,Uber Ride,1287.65,0.0,COMPLETE,7527.11,App,Travel
O7VC5NP,2025-04-09 18:42:00,Fuel at Sajha Petrol Pump,202.13,0.0,COMPLETE,8489.13,App,Travel
ZWKDUWP,2025-01-09 02:28:00,Uber Ride,622.96,0.0,COMPLETE,9185.43,App,Travel
GISOJTZ,2025-01-06 18:49:00,Airbnb booking in Kathmandu,860.93,0.0,COMPLETE,6488.64,App,Travel
L9BT3PO,2025-03-28 06:15:00,Fuel at Sajha Petrol Pump,409.19,0.0,COMPLETE,2234.56,App,Travel
EOGQXB1,2025-02-03 05:38:00,Flight to Pokhara,531.11,0.0,COMPLETE,6796.56,App,Travel
OJRCJED,2025-06-18 19:10:00,Pathao Ride,1478.12,0.0,COMPLETE,8899.02,App,Travel
OOTTODQ,2025-01-18 17:48:00,Uber Ride,106.86,0.0,COMPLETE,3079.03,App,Travel
AMHX4V9,2025-03-24 06:39:00,OYO Hotel stay,1413.87,0.0,COMPLETE,2925.35,App,Travel
OQSJIH4,2025-03-21 08:46:00,Fuel at Sajha Petrol Pump,335.42,0.0,COMPLETE,1411.77,App,Travel
QPACMQH,2025-04-10 03:37:00,Bus Ticket to Butwal,1044.83,0.0,COMPLETE,6310.01,App,Travel
SFSTEE1,2025-03-29 00:50:00,Bus Ticket to Butwal,216.92,0.0,COMPLETE,9488.48,App,Travel
6RA4VVN,2025-04-20 18:04:00,OYO Hotel stay,272.43,0.0,COMPLETE,9235.69,App,Travel
