Reference Code,Date,Time,Description,Dr.,Cr.,Status,Balance (NPR),Channel,Category
PACVBV2,2025-09-16,00:00:00,Bus Ticket from Khalti,2187.43,0.0,COMPLETE,5684.42,THIRDPARTY,Travel
RL6T9UH,2025-10-26,00:00:00,Paid for Pathao Ride,479.76,0.0,COMPLETE,5013.0,THIRDPARTY,Travel
GK0WOA8,2025-09-01,00:00:00,Paid for Pathao Ride,149.17,0.0,COMPLETE,9354.45,App,Travel
31H0DDG,2025-10-14,00:00:00,Paid for Pathao Ride,3920.48,0.0,COMPLETE,8388.82,THIRDPARTY,Travel
F8C9HX2,2025-09-25,00:00:00,Airline Payment - Yeti Airlines,742.67,0.0,COMPLETE,4449.63,App,Travel
9S3214J,2025-10-12,00:00:00,Bus Ticket from Khalti,1576.35,0.0,COMPLETE,2217.38,THIRDPARTY,Travel
0KD48LS,2025-10-29,00:00:00,Bus Ticket from Khalti,2951.24,0.0,COMPLETE,3827.78,App,Travel
F41GCNU,2025-10-20,00:00:00,Paid for Pathao Ride,4183.81,0.0,COMPLETE,5473.77,Linked Esewa Payment,Travel
KWTQLMH,2025-09-14,00:00:00,Bus Ticket from Khalti,1412.89,0.0,COMPLETE,3897.94,Linked Esewa Payment,Travel
TF5IZZW,2025-09-30,00:00:00,Paid for Pathao Ride,1111.88,0.0,COMPLETE,2672.07,THIRDPARTY,Travel
LEXCLCK,2025-10-14,00:00:00,Airline Payment - Yeti Airlines,1065.78,0.0,COMPLETE,7531.02,Linked Esewa Payment,Travel
IURF7PH,2025-09-21,00:00:00,Airline Payment - Yeti Airlines,4392.53,0.0,COMPLETE,2141.5,THIRDPARTY,Travel
X1X33Z4,2025-09-09,00:00:00,Paid for Pathao Ride,3817.41,0.0,COMPLETE,9135.72,Linked Esewa Payment,Travel
YN7N6KZ,2025-09-18,00:00:00,Airline Payment - Yeti Airlines,477.92,0.0,COMPLETE,6529.27,Linked Esewa Payment,Travel
9P3RSTD,2025-09-30,00:00:00,Bus Ticket from Khalti,1792.86,0.0,COMPLETE,1897.51,THIRDPARTY,Travel
AC25V5X,2025-09-16,00:00:00,Airline Payment - Yeti Airlines,2442.3,0.0,COMPLETE,8861.67,App,Travel
FM835GK,2025-10-23,00:00:00,Airline Payment - Yeti Airlines,3116.16,0.0,COMPLETE,8909.24,Linked Esewa Payment,Travel
T45RN2Z,2025-09-23,00:00:00,Bus Ticket from Khalti,1322.89,0.0,COMPLETE,6266.3,Linked Esewa Payment,Travel
L9R0UR5,2025-09-03,00:00:00,Bus Ticket from Khalti,2564.05,0.0,COMPLETE,8651.01,Linked Esewa Payment,Travel
4B3MTHM,2025-09-07,00:00:00,Paid for Pathao Ride,2498.31,0.0,COMPLETE,2386.8,Linked Esewa Payment,Travel
LW5K0IX,2025-09-22,00:00:00,Bus Ticket from Khalti,4299.51,0.0,COMPLETE,6439.44,Linked Esewa Payment,Travel
0QZSZUK,2025-09-11,00:00:00,Bus Ticket from Khalti,1770.21,0.0,COMPLETE,6699.16,Linked Esewa Payment,Travel
4JKYP25,2025-09-22,00:00:00,Airline Payment - Yeti Airlines,3284.81,0.0,COMPLETE,7422.99,Linked Esewa Payment,Travel
U5D9K0R,2025-09-04,00:00:00,Bus Ticket from Khalti,1238.85,0.0,COMPLETE,4293.98,THIRDPARTY,Travel
76F2JKS,2025-10-01,00:00:00,Paid for Pathao Ride,3599.21,0.0,COMPLETE,7437.13,App,Travel
K8WJHND,2025-09-12,00:00:00,Bus Ticket from Khalti,4777.37,0.0,COMPLETE,3570.43,App,Travel
16EY7TL,2025-10-20,00:00:00,Bus Ticket from Khalti,2774.3,0.0,COMPLETE,5118.34,Linked Esewa Payment,Travel
YAVED7B,2025-10-06,00:00:00,Bus Ticket from Khalti,1983.32,0.0,COMPLETE,4822.98,App,Travel
WXZ7163,2025-10-12,00:00:00,Bus Ticket from Khalti,4900.99,0.0,COMPLETE,5247.67,THIRDPARTY,Travel
UPFXWSJ,2025-10-30,00:00:00,Airline Payment - Yeti Airlines,4003.34,0.0,COMPLETE,5624.5,Linked Esewa Payment,Travel
EWY2583,2025-09-15,00:00:00,Bus Ticket from Khalti,4298.44,0.0,COMPLETE,2186.74,App,Travel
1O2MZNW,2025-09-10,00:00:00,Airline Payment - Yeti Airlines,3201.5,0.0,COMPLETE,1960.9,THIRDPARTY,Travel
GMNBVW7,2025-10-27,00:00:00,Bus Ticket from Khalti,4339.19,0.0,COMPLETE,3664.54,THIRDPARTY,Travel
ANRRGTM,2025-10-19,00:00:00,Paid for Pathao Ride,4255.96,0.0,COMPLETE,6224.01,App,Travel
3FTONT7,2025-10-02,00:00:00,Paid for Pathao Ride,3233.2,0.0,COMPLETE,8239.96,App,Travel
3Q3YVU7,2025-10-15,00:00:00,Bus Ticket from Khalti,83.76,0.0,COMPLETE,1219.22,Linked Esewa Payment,Travel
M5VHJL0,2025-10-01,00:00:00,Paid for Pathao Ride,1218.22,0.0,COMPLETE,9716.15,App,Travel
4JGPLVT,2025-10-27,00:00:00,Paid for Pathao Ride,2112.57,0.0,COMPLETE,6610.72,App,Travel
KKEGIT3,2025-10-14,00:00:00,Paid for Pathao Ride,3204.97,0.0,COMPLETE,5267.62,THIRDPARTY,Travel
2QTZB5H,2025-09-19,00:00:00,Bus Ticket from Khalti,1079.8,0.0,COMPLETE,5729.51,THIRDPARTY,Travel
V4PRZX6,2025-10-04,00:00:00,Bus Ticket from Khalti,1661.93,0.0,COMPLETE,4763.9,THIRDPARTY,Travel
DJ0PPOS,2025-10-17,00:00:00,Paid for Pathao Ride,783.75,0.0,COMPLETE,6716.1,Linked Esewa Payment,Travel
PPV4U8Z,2025-09-09,00:00:00,Bus Ticket from Khalti,2052.16,0.0,COMPLETE,4231.64,Linked Esewa Payment,Travel
FD4P103,2025-09-22,00:00:00,Airline Payment - Yeti Airlines,686.96,0.0,COMPLETE,6383.37,THIRDPARTY,Travel
CZO6JYC,2025-09-23,00:00:00,Airline Payment - Yeti Airlines,4318.39,0.0,COMPLETE,3256.12,THIRDPARTY,Travel
PV0OOKO,2025-09-05,00:00:00,Bus Ticket from Khalti,1765.74,0.0,COMPLETE,9397.6,THIRDPARTY,Travel
XBLOYPQ,2025-09-06,00:00:00,Paid for Pathao Ride,4813.56,0.0,COMPLETE,1512.38,THIRDPARTY,Travel
V8PBJ44,2025-09-28,00:00:00,Airline Payment - Yeti Airlines,3141.94,0.0,COMPLETE,3365.31,THIRDPARTY,Travel
Z65VZZS,2025-09-14,00:00:00,Paid for Pathao Ride,2945.55,0.0,COMPLETE,462.59,App,Travel
DO598UE,2025-10-04,00:00:00,Airline Payment - Yeti Airlines,4705.33,0.0,COMPLETE,6792.44,Linked Esewa Payment,Travel
A703TXZ,2025-10-29,00:00:00,Bus Ticket from Khalti,74.91,0.0,COMPLETE,7083.04,Linked Esewa Payment,Travel
8AAT2ME,2025-10-11,00:00:00,Paid for Pathao Ride,2936.8,0.0,COMPLETE,9757.84,App,Travel
X5A0RMR,2025-10-18,00:00:00,Airline Payment - Yeti Airlines,3044.45,0.0,COMPLETE,901.31,THIRDPARTY,Travel
FKMI51J,2025-10-25,00:00:00,Airline Payment - Yeti Airlines,206.18,0.0,COMPLETE,4192.61,App,Travel
XV3FFKW,2025-09-01,00:00:00,Paid for Pathao Ride,4546.39,0.0,COMPLETE,3209.9,THIRDPARTY,Travel
DB57FTW,2025-09-08,00:00:00,Paid for Pathao Ride,2922.27,0.0,COMPLETE,1278.62,Linked Esewa Payment,Travel
D26TQGI,2025-10-29,00:00:00,Airline Payment - Yeti Airlines,4486.42,0.0,COMPLETE,8259.91,Linked Esewa Payment,Travel
VIH7DYB,2025-09-16,00:00:00,Airline Payment - Yeti Airlines,1283.82,0.0,COMPLETE,5590.71,Linked Esewa Payment,Travel
8BK83CS,2025-10-01,00:00:00,Airline Payment - Yeti Airlines,1151.71,0.0,COMPLETE,203.32,Linked Esewa Payment,Travel
XG4LZU2,2025-10-08,00:00:00,Paid for Pathao Ride,3318.24,0.0,COMPLETE,9308.15,App,Travel
WZVXNRW,2025-09-02,00:00:00,Paid for Pathao Ride,2358.03,0.0,COMPLETE,8907.28,THIRDPARTY,Travel
S71BQV2,2025-10-15,00:00:00,Bus Ticket from Khalti,4307.27,0.0,COMPLETE,4519.98,THIRDPARTY,Travel
SBSC2TN,2025-10-14,00:00:00,Bus Ticket from Khalti,301.87,0.0,COMPLETE,1803.2,Linked Esewa Payment,Travel
DLCJKVL,2025-10-19,00:00:00,Paid for Pathao Ride,1480.89,0.0,COMPLETE,3303.01,THIRDPARTY,Travel
UHDH6JF,2025-10-18,00:00:00,Paid for Pathao Ride,95.66,0.0,COMPLETE,3628.36,Linked Esewa Payment,Travel
IKZGOP2,2025-09-05,00:00:00,Paid for Pathao Ride,750.1,0.0,COMPLETE,5129.81,Linked Esewa Payment,Travel
GXOFUP7,2025-09-01,00:00:00,Bus Ticket from Khalti,2391.36,0.0,COMPLETE,9005.66,THIRDPARTY,Travel
7CRPN5J,2025-10-17,00:00:00,Bus Ticket from Khalti,958.54,0.0,COMPLETE,2838.24,Linked Esewa Payment,Travel
JNNALLD,2025-10-03,00:00:00,Bus Ticket from Khalti,3278.36,0.0,COMPLETE,1887.09,THIRDPARTY,Travel
O8SHE5I,2025-10-04,00:00:00,Bus Ticket from Khalti,1447.66,0.0,COMPLETE,3526.16,THIRDPARTY,Travel
8LZTDS4,2025-10-12,00:00:00,Bus Ticket from Khalti,2316.5,0.0,COMPLETE,5020.02,THIRDPARTY,Travel
SFMLGKP,2025-10-28,00:00:00,Paid for Pathao Ride,255.53,0.0,COMPLETE,3237.25,App,Travel
3MRF64Q,2025-10-30,00:00:00,Airline Payment - Yeti Airlines,2535.62,0.0,COMPLETE,5453.87,App,Travel
KN95C51,2025-10-19,00:00:00,Airline Payment - Yeti Airlines,1731.73,0.0,COMPLETE,6975.39,THIRDPARTY,Travel
60OYLXE,2025-10-03,00:00:00,Bus Ticket from Khalti,2145.79,0.0,COMPLETE,1443.77,App,Travel
XJ4GI1Q,2025-10-26,00:00:00,Bus Ticket from Khalti,4229.26,0.0,COMPLETE,9097.18,App,Travel
J7Y206G,2025-09-10,00:00:00,Bus Ticket from Khalti,4218.1,0.0,COMPLETE,7319.05,THIRDPARTY,Travel
J68923Y,2025-09-16,00:00:00,Bus Ticket from Khalti,1987.98,0.0,COMPLETE,3691.73,Linked Esewa Payment,Travel
N51VEOF,2025-09-22,00:00:00,Paid for Pathao Ride,2580.94,0.0,COMPLETE,4992.07,App,Travel
HE6HFBH,2025-10-05,00:00:00,Bus Ticket from Khalti,1204.08,0.0,COMPLETE,6659.44,App,Travel
CF92610,2025-09-16,00:00:00,Paid for Pathao Ride,2849.16,0.0,COMPLETE,477.94,THIRDPARTY,Travel
KRZMNV8,2025-10-26,00:00:00,Bus Ticket from Khalti,985.32,0.0,COMPLETE,575.93,THIRDPARTY,Travel
EBD88TI,2025-10-24,00:00:00,Bus Ticket from Khalti,4984.7,0.0,COMPLETE,9640.13,Linked Esewa Payment,Travel
IMHEQSI,2025-09-11,00:00:00,Paid for Pathao Ride,4229.14,0.0,COMPLETE,8747.83,Linked Esewa Payment,Travel
MDO9EXR,2025-09-24,00:00:00,Paid for Pathao Ride,134.76,0.0,COMPLETE,6563.4,THIRDPARTY,Travel
997VBKB,2025-09-02,00:00:00,Paid for Pathao Ride,2426.98,0.0,COMPLETE,9810.25,App,Travel
FFNPLG6,2025-10-09,00:00:00,Bus Ticket from Khalti,1389.41,0.0,COMPLETE,9788.24,Linked Esewa Payment,Travel
BKVXQ6X,2025-09-26,00:00:00,Airline Payment - Yeti Airlines,3792.3,0.0,COMPLETE,1917.02,App,Travel
DIE36RN,2025-09-17,00:00:00,Bus Ticket from Khalti,1408.25,0.0,COMPLETE,9539.57,THIRDPARTY,Travel
PEST4JU,2025-10-24,00:00:00,Bus Ticket from Khalti,4620.1,0.0,COMPLETE,6208.31,THIRDPARTY,Travel
DA5NN85,2025-10-24,00:00:00,Paid for Pathao Ride,2798.86,0.0,COMPLETE,1829.66,App,Travel
SKD6E90,2025-10-16,00:00:00,Airline Payment - Yeti Airlines,251.79,0.0,COMPLETE,1186.63,Linked Esewa Payment,Travel
04H0OOH,2025-10-12,00:00:00,Bus Ticket from Khalti,4542.02,0.0,COMPLETE,7020.47,App,Travel
YSF28EB,2025-10-01,00:00:00,Paid for Pathao Ride,2411.34,0.0,COMPLETE,6414.43,Linked Esewa Payment,Travel
0ICVQIX,2025-10-05,00:00:00,Paid for Pathao Ride,4858.05,0.0,COMPLETE,6811.15,Linked Esewa Payment,Travel
TL4YN25,2025-10-30,00:00:00,Bus Ticket from Khalti,1178.39,0.0,COMPLETE,6360.28,Linked Esewa Payment,Travel
LOO2EYY,2025-10-10,00:00:00,Airline Payment - Yeti Airlines,154.6,0.0,COMPLETE,1145.21,THIRDPARTY,Travel
47CPKKS,2025-10-18,00:00:00,Bus Ticket from Khalti,1975.01,0.0,COMPLETE,2095.91,App,Travel
8AYCYPS,2025-10-22,00:00:00,Airline Payment - Yeti Airlines,2120.16,0.0,COMPLETE,2393.05,App,Travel
96DVTRR,2025-09-18,00:00:00,Airline Payment - Yeti Airlines,1672.8,0.0,COMPLETE,8230.27,Linked Esewa Payment,Travel
PAJCBX2,2025-09-26,00:00:00,Bus Ticket from Khalti,1633.38,0.0,COMPLETE,7004.42,Linked Esewa Payment,Travel
646PNGG,2025-09-02,00:00:00,Airline Payment - Yeti Airlines,4410.77,0.0,COMPLETE,6875.03,App,Travel
A3D19SD,2025-10-27,00:00:00,Airline Payment - Yeti Airlines,819.13,0.0,COMPLETE,6114.99,App,Travel
N9YBCUK,2025-09-21,00:00:00,Bus Ticket from Khalti,2388.56,0.0,COMPLETE,1731.82,App,Travel
M59G46P,2025-09-15,00:00:00,Airline Payment - Yeti Airlines,4167.56,0.0,COMPLETE,8674.02,Linked Esewa Payment,Travel
SIDS3Y9,2025-10-30,00:00:00,Paid for Pathao Ride,3421.53,0.0,COMPLETE,8027.07,THIRDPARTY,Travel
2KX0OVO,2025-09-16,00:00:00,Bus Ticket from Khalti,3667.39,0.0,COMPLETE,4898.54,THIRDPARTY,Travel
8K9XVOS,2025-09-05,00:00:00,Airline Payment - Yeti Airlines,4233.13,0.0,COMPLETE,5267.85,App,Travel
I1Z0OMO,2025-09-21,00:00:00,Bus Ticket from Khalti,4505.89,0.0,COMPLETE,3798.52,Linked Esewa Payment,Travel
XEWPLVI,2025-09-08,00:00:00,Paid for Pathao Ride,4534.22,0.0,COMPLETE,2978.76,THIRDPARTY,Travel
LKG6MK1,2025-09-06,00:00:00,Bus Ticket from Khalti,4778.89,0.0,COMPLETE,9391.18,App,Travel
DVP2V72,2025-09-19,00:00:00,Bus Ticket from Khalti,243.67,0.0,COMPLETE,2670.07,THIRDPARTY,Travel
PZOB3E1,2025-09-21,00:00:00,Paid for Pathao Ride,2751.81,0.0,COMPLETE,9238.54,App,Travel
3DCQ8MK,2025-10-06,00:00:00,Airline Payment - Yeti Airlines,2366.19,0.0,COMPLETE,9832.04,Linked Esewa Payment,Travel
TPW8DQN,2025-10-18,00:00:00,Bus Ticket from Khalti,2262.53,0.0,COMPLETE,6899.07,Linked Esewa Payment,Travel
4K35USU,2025-09-11,00:00:00,Bus Ticket from Khalti,4020.34,0.0,COMPLETE,622.87,THIRDPARTY,Travel
VNXJTPA,2025-10-10,00:00:00,Airline Payment - Yeti Airlines,2078.63,0.0,COMPLETE,6836.07,Linked Esewa Payment,Travel
07X6KLM,2025-09-14,00:00:00,Airline Payment - Yeti Airlines,1289.2,0.0,COMPLETE,5487.94,Linked Esewa Payment,Travel
CJX6QDL,2025-09-03,00:00:00,Bus Ticket from Khalti,2660.75,0.0,COMPLETE,3818.5,THIRDPARTY,Travel
B5HQQ8W,2025-10-29,00:00:00,Paid for Pathao Ride,2845.74,0.0,COMPLETE,7812.88,THIRDPARTY,Travel
A93HLZ8,2025-09-15,00:00:00,Airline Payment - Yeti Airlines,3738.89,0.0,COMPLETE,1302.76,THIRDPARTY,Travel
N7YWHQL,2025-09-24,00:00:00,Airline Payment - Yeti Airlines,4021.63,0.0,COMPLETE,1344.82,Linked Esewa Payment,Travel
S3QLO80,2025-10-18,00:00:00,Paid for Pathao Ride,3218.24,0.0,COMPLETE,2890.13,THIRDPARTY,Travel
XPU1J2K,2025-10-06,00:00:00,Bus Ticket from Khalti,2057.44,0.0,COMPLETE,1667.12,Linked Esewa Payment,Travel
XCJC8I6,2025-10-03,00:00:00,Paid for Pathao Ride,4926.58,0.0,COMPLETE,7433.87,App,Travel
WFJA914,2025-09-09,00:00:00,Airline Payment - Yeti Airlines,3364.6,0.0,COMPLETE,7329.49,Linked Esewa Payment,Travel
T1B4PMJ,2025-10-18,00:00:00,Bus Ticket from Khalti,3961.28,0.0,COMPLETE,9019.92,Linked Esewa Payment,Travel
TOVXSW3,2025-10-25,00:00:00,Airline Payment - Yeti Airlines,3937.66,0.0,COMPLETE,2425.78,App,Travel
LW50U4J,2025-10-14,00:00:00,Paid for Pathao Ride,2590.01,0.0,COMPLETE,947.32,Linked Esewa Payment,Travel
Y4O4EI3,2025-10-24,00:00:00,Paid for Pathao Ride,4883.02,0.0,COMPLETE,417.07,App,Travel
GOF6AEL,2025-09-14,00:00:00,Airline Payment - Yeti Airlines,2655.83,0.0,COMPLETE,9078.52,App,Travel
TA178Z7,2025-10-26,00:00:00,Bus Ticket from Khalti,807.93,0.0,COMPLETE,6571.05,THIRDPARTY,Travel
32E4MYI,2025-09-05,00:00:00,Bus Ticket from Khalti,2182.19,0.0,COMPLETE,2775.75,App,Travel
4LDQTMY,2025-09-06,00:00:00,Bus Ticket from Khalti,4343.62,0.0,COMPLETE,3449.46,Linked Esewa Payment,Travel
BEK71TY,2025-09-26,00:00:00,Paid for Pathao Ride,3893.36,0.0,COMPLETE,6282.44,THIRDPARTY,Travel
GNJHBBC,2025-10-03,00:00:00,Bus Ticket from Khalti,2107.5,0.0,COMPLETE,5940.06,Linked Esewa Payment,Travel
RMVWJMS,2025-10-25,00:00:00,Paid for Pathao Ride,1839.53,0.0,COMPLETE,239.01,Linked Esewa Payment,Travel
FQ2QLA6,2025-10-09,00:00:00,Airline Payment - Yeti Airlines,537.32,0.0,COMPLETE,4286.44,App,Travel
3ZH9G3T,2025-09-24,00:00:00,Airline Payment - Yeti Airlines,3884.58,0.0,COMPLETE,5980.01,THIRDPARTY,Travel
2SJV96E,2025-09-03,00:00:00,Paid for Pathao Ride,1114.76,0.0,COMPLETE,2047.91,THIRDPARTY,Travel
BVE0819,2025-10-03,00:00:00,Bus Ticket from Khalti,1370.59,0.0,COMPLETE,5842.92,Linked Esewa Payment,Travel
HY7PEZK,2025-10-24,00:00:00,Bus Ticket from Khalti,3912.55,0.0,COMPLETE,3352.66,Linked Esewa Payment,Travel
7OK9MXF,2025-09-11,00:00:00,Paid for Pathao Ride,2895.9,0.0,COMPLETE,4915.24,THIRDPARTY,Travel
UQMR346,2025-10-12,00:00:00,Paid for Pathao Ride,3852.41,0.0,COMPLETE,2157.44,App,Travel
NOQ7F9P,2025-10-29,00:00:00,Airline Payment - Yeti Airlines,2824.4,0.0,COMPLETE,9282.46,THIRDPARTY,Travel
864FXDT,2025-09-22,00:00:00,Paid for Pathao Ride,4223.01,0.0,COMPLETE,2505.98,Linked Esewa Payment,Travel
A12SIP1,2025-10-12,00:00:00,Airline Payment - Yeti Airlines,940.68,0.0,COMPLETE,1139.69,App,Travel
26QKORR,2025-10-30,00:00:00,Airline Payment - Yeti Airlines,1275.67,0.0,COMPLETE,8712.66,Linked Esewa Payment,Travel
ED3IORF,2025-09-01,00:00:00,Paid for Pathao Ride,4489.27,0.0,COMPLETE,5384.12,THIRDPARTY,Travel
O9EQKZY,2025-10-16,00:00:00,Paid for Pathao Ride,1961.05,0.0,COMPLETE,1817.23,THIRDPARTY,Travel
982OBM2,2025-09-27,00:00:00,Paid for Pathao Ride,4193.92,0.0,COMPLETE,9441.09,Linked Esewa Payment,Travel
0VEQ8R6,2025-10-25,00:00:00,Airline Payment - Yeti Airlines,4683.84,0.0,COMPLETE,3124.23,Linked Esewa Payment,Travel
26BW4T2,2025-10-30,00:00:00,Bus Ticket from Khalti,1128.26,0.0,COMPLETE,7735.43,THIRDPARTY,Travel
IVRZFEO,2025-10-17,00:00:00,Airline Payment - Yeti Airlines,3263.59,0.0,COMPLETE,4162.63,Linked Esewa Payment,Travel
LG8ZU5V,2025-09-25,00:00:00,Paid for Pathao Ride,1111.29,0.0,COMPLETE,6181.69,App,Travel
COREB60,2025-10-16,00:00:00,Airline Payment - Yeti Airlines,4880.8,0.0,COMPLETE,6349.04,Linked Esewa Payment,Travel
T3LM7R7,2025-09-16,00:00:00,Paid for Pathao Ride,682.56,0.0,COMPLETE,2723.43,App,Travel
LMDLYLR,2025-10-27,00:00:00,Paid for Pathao Ride,936.46,0.0,COMPLETE,4578.59,Linked Esewa Payment,Travel
PRMIN52,2025-10-19,00:00:00,Paid for Pathao Ride,3052.42,0.0,COMPLETE,9203.32,Linked Esewa Payment,Travel
XXD82LN,2025-09-02,00:00:00,Airline Payment - Yeti Airlines,1435.72,0.0,COMPLETE,274.07,THIRDPARTY,Travel
P9H5JTV,2025-10-12,00:00:00,Airline Payment - Yeti Airlines,1288.18,0.0,COMPLETE,4549.44,THIRDPARTY,Travel
GQ6CNLN,2025-09-14,00:00:00,Bus Ticket from Khalti,1319.41,0.0,COMPLETE,4376.6,THIRDPARTY,Travel
EJJKF04,2025-10-03,00:00:00,Airline Payment - Yeti Airlines,4705.13,0.0,COMPLETE,2893.14,THIRDPARTY,Travel
33YWFQM,2025-09-20,00:00:00,Paid for Pathao Ride,4289.95,0.0,COMPLETE,7034.84,App,Travel
OV7VTTG,2025-09-23,00:00:00,Bus Ticket from Khalti,1471.72,0.0,COMPLETE,5270.82,THIRDPARTY,Travel
IIIW60W,2025-10-15,00:00:00,Paid for Pathao Ride,4070.37,0.0,COMPLETE,5311.27,THIRDPARTY,Travel
3EW9J0Z,2025-10-16,00:00:00,Paid for Pathao Ride,2730.84,0.0,COMPLETE,7976.54,THIRDPARTY,Travel
K8MY7D5,2025-09-09,00:00:00,Paid for Pathao Ride,2865.1,0.0,COMPLETE,7841.05,THIRDPARTY,Travel
Z87U0PN,2025-09-03,00:00:00,Bus Ticket from Khalti,4897.99,0.0,COMPLETE,1245.77,App,Travel
LPC6BST,2025-09-14,00:00:00,Airline Payment - Yeti Airlines,3695.44,0.0,COMPLETE,2426.63,App,Travel
MONRSMS,2025-10-17,00:00:00,Bus Ticket from Khalti,4632.73,0.0,COMPLETE,9157.78,Linked Esewa Payment,Travel
AP475SS,2025-09-29,00:00:00,Bus Ticket from Khalti,3208.24,0.0,COMPLETE,2092.11,Linked Esewa Payment,Travel
V4788EA,2025-09-17,00:00:00,Paid for Pathao Ride,1782.32,0.0,COMPLETE,9395.55,App,Travel
EF6TJ59,2025-10-08,00:00:00,Airline Payment - Yeti Airlines,1834.06,0.0,COMPLETE,370.4,App,Travel
6N0B7JC,2025-10-04,00:00:00,Bus Ticket from Khalti,452.8,0.0,COMPLETE,2831.28,THIRDPARTY,Travel
PEY6B3X,2025-10-26,00:00:00,Paid for Pathao Ride,971.37,0.0,COMPLETE,8552.8,THIRDPARTY,Travel
PTFTU0I,2025-09-05,00:00:00,Bus Ticket from Khalti,256.7,0.0,COMPLETE,4559.61,Linked Esewa Payment,Travel
JZVX66J,2025-09-15,00:00:00,Bus Ticket from Khalti,1666.66,0.0,COMPLETE,6803.86,THIRDPARTY,Travel
4H0ZFEJ,2025-10-25,00:00:00,Bus Ticket from Khalti,535.69,0.0,COMPLETE,7392.6,THIRDPARTY,Travel
GZVV4Z9,2025-09-08,00:00:00,Airline Payment - Yeti Airlines,2408.05,0.0,COMPLETE,6759.01,Linked Esewa Payment,Travel
HJTJJT7,2025-09-22,00:00:00,Bus Ticket from Khalti,4001.5,0.0,COMPLETE,4440.62,THIRDPARTY,Travel
LQG8K81,2025-10-16,00:00:00,Airline Payment - Yeti Airlines,547.05,0.0,COMPLETE,640.82,App,Travel
B2EX3FY,2025-10-11,00:00:00,Airline Payment - Yeti Airlines,2736.35,0.0,COMPLETE,2764.83,Linked Esewa Payment,Travel
IU6X9JD,2025-10-07,00:00:00,Airline Payment - Yeti Airlines,2793.45,0.0,COMPLETE,1594.66,App,Travel
L781GYK,2025-09-22,00:00:00,Airline Payment - Yeti Airlines,1747.11,0.0,COMPLETE,3824.12,App,Travel
LGVBIUC,2025-10-16,00:00:00,Airline Payment - Yeti Airlines,2640.64,0.0,COMPLETE,7102.87,THIRDPARTY,Travel
HEZY4A7,2025-10-03,00:00:00,Bus Ticket from Khalti,3748.11,0.0,COMPLETE,400.64,App,Travel
UZ2FKWR,2025-10-15,00:00:00,Airline Payment - Yeti Airlines,3817.79,0.0,COMPLETE,2449.89,Linked Esewa Payment,Travel
LZRHUKB,2025-09-04,00:00:00,Paid for Pathao Ride,3705.57,0.0,COMPLETE,1672.22,THIRDPARTY,Travel
47OXIEO,2025-10-15,00:00:00,Paid for Pathao Ride,1685.06,0.0,COMPLETE,3185.23,App,Travel
PKE9EDE,2025-10-11,00:00:00,Bus Ticket from Khalti,569.78,0.0,COMPLETE,2605.91,THIRDPARTY,Travel
IBD8NG9,2025-10-19,00:00:00,Airline Payment - Yeti Airlines,3595.38,0.0,COMPLETE,6898.68,THIRDPARTY,Travel
HQMZBIT,2025-09-29,00:00:00,Airline Payment - Yeti Airlines,2711.11,0.0,COMPLETE,7403.54,App,Travel
2KYY0EQ,2025-10-20,00:00:00,Bus Ticket from Khalti,4404.68,0.0,COMPLETE,9692.67,App,Travel
MTA5EM2,2025-09-24,00:00:00,Paid for Pathao Ride,4581.58,0.0,COMPLETE,844.5,Linked Esewa Payment,Travel
WQ8R2Z1,2025-10-31,00:00:00,Airline Payment - Yeti Airlines,1483.18,0.0,COMPLETE,8862.65,Linked Esewa Payment,Travel
XERCTJ9,2025-09-20,00:00:00,Bus Ticket from Khalti,3595.08,0.0,COMPLETE,8182.04,Linked Esewa Payment,Travel
TSNBGJ6,2025-10-11,00:00:00,Paid for Pathao Ride,531.03,0.0,COMPLETE,8713.88,THIRDPARTY,Travel
GI056OY,2025-09-09,00:00:00,Airline Payment - Yeti Airlines,4005.59,0.0,COMPLETE,4883.43,Linked Esewa Payment,Travel
57WMIBP,2025-10-23,00:00:00,Airline Payment - Yeti Airlines,1832.38,0.0,COMPLETE,2830.45,THIRDPARTY,Travel
H3IWJ1Q,2025-09-23,00:00:00,Paid for Pathao Ride,875.82,0.0,COMPLETE,8017.4,App,Travel
4VYXBAZ,2025-09-07,00:00:00,Paid for Pathao Ride,861.98,0.0,COMPLETE,4036.98,Linked Esewa Payment,Travel
GB40P6O,2025-10-04,00:00:00,Paid for Pathao Ride,1518.13,0.0,COMPLETE,5359.43,Linked Esewa Payment,Travel
L7SZEY2,2025-10-28,00:00:00,Bus Ticket from Khalti,1458.98,0.0,COMPLETE,2989.31,THIRDPARTY,Travel
J5ZTGRL,2025-09-08,00:00:00,Paid for Pathao Ride,1774.98,0.0,COMPLETE,4559.5,App,Travel
78XAPTB,2025-09-05,00:00:00,Bus Ticket from Khalti,1728.79,0.0,COMPLETE,4764.55,THIRDPARTY,Travel
ID14UC1,2025-10-28,00:00:00,Bus Ticket from Khalti,245.63,0.0,COMPLETE,9950.43,Linked Esewa Payment,Travel
QXCTQH2,2025-09-18,00:00:00,Bus Ticket from Khalti,2497.27,0.0,COMPLETE,3463.63,App,Travel
598XPEM,2025-10-18,00:00:00,Paid for Pathao Ride,1575.25,0.0,COMPLETE,6118.93,Linked Esewa Payment,Travel
